codigo_departamento;nombre_departamento;codigo_municipio;nombre_municipio;codigo_postal;tipo;limite_norte;limite_sur;limite_este;limite_oeste;longitud_centroide;latitud_centroide;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal
44;LA GUAJIRA;44847;URIBIA;441,058;Rural;VÍA CARRIZAL-PORCHINA-CASTILLETES;PAÍS VENEZUELA;VÍA PORCHINA-CASTILLETES;VÍA LAGUNA DE KUISA-JEPI;-71-5584680721043;11-8556019977201;Sin Informacion de Barrios;Sin Informacion de Veredas
20;CESAR;20032;ASTREA;201,048;Rural;MPIO. PIJIÑO DEL CARMEN;MUNICIPIO CHIMICHAGUA;VÍA C-. DE ARIGUANI-CHIMICHAGUA;M. SAN S/TIAN. DE BUENAVISTA;-73-9916125074132;9-49047351891244;Sin Informacion de Barrios;El Dividivi- Las Plandas-  San Rafael
15;BOYACA;15047;AQUITANIA;152,429;Rural;QUEBRADA SISVACA;M. SAN EDUARDO Y PAEZ;MUNICIPIO CHAMEZA;M. RONDON Y ZETAQUIRA;-72-9532697073547;5-31727630822166;Sin Informacion de Barrios;Alejandria- Alpes-  Brisas de Tonce-  Cardoso-  Corales-  Jordan Alto-  Jordan Bajo-  La Esperanza-  Magavita Centro-  Morgui-  Palmar-  Providencia
19;CAUCA;19355;INZA;192,538;Rural;VÍA PÁEZ - INZÁ;RELIEVE MONTAÑOSO;VÍA PEDREGAL-STA. TERESA;VÍA INZÁ-TOTORÓ;-76-0437262441694;2-51388624022343;Sin Informacion de Barrios;Alto de la Cruz- Carmen de Vibora-  Cauchito-  El Escobal-  El Lago-  El LLano-  El Rincón-  El Socorro-  Fatima-  Guanacas-  Guetaco-  La Lagunita-  La Manga-  La Palma-  Piramide-  Resguardo la Gaitana-  Resguardo la Gaitana-  Rio Negro-  Santa Luca-  S
25;CUNDINAMARCA;25740;SIBATE;250,077;Rural;M. GRANADA Y SOACHA;VIA CHACUA CA.-SAN RAFAEL;MUNICIPIO SOACHA;MUNICIPIO SILVANIA;-74-2726282951077;4-50289891745069;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76250;EL DOVIO;761,567;Rural;M. SIPÍ- VERSALLES Y LA UNIÓN;M. BOLÍVAR Y ROLDANILLO;MUNICIPIO LA UNIÓN;MUNICIPIO SIPÍ;-76-2769961189626;4-53688237608895;Sin Informacion de Barrios;Bellavista- Bosque Tarzo-  Buenos Aires-  El Bosque-  El Consuelo-  El Crucero-  El Lular-  Guatemala-  La Cabaña-  La Cabaña-  La Guaira-  La Hondura-  La María-  La Peña-  La Virginia-  Las Vueltas-  Los Sainos-  Monte Azul-  Ojedas-  Paramillo-  Parami
8;ATLANTICO;08001;BARRANQUILLA;80,010;Urbano;KR  8;KR  13D;AC MURILLO;CL  51B;-74-8054409865301;10-9323315991996;Carrizal- Ciudadela Veinte de Julio- El Santuario- Los Girasoles;Sin Informacion de Veredas
94;GUAINIA;94001;INIRIDA;940,019;Rural;CAÑO PIAPOCO Y MPIO. BARRANCO MINAS;CAÑO WIÑA Y RÍO INÍRIDA;RÍO INÍRIDA;MPIO. BARRANCO MINAS;-68-8014765400656;3-10508551399533;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05615;RIONEGRO;54,048;Rural;RIO NEGRO  Y  LIMITE URBANO;V. SANTA TERESA  Y  M.  LA CEJA;V. STA. ANA-  M. MARINI.- CARMEN DE V.;V. EL HIGUERÓN Y M. EL RETIRO;-75-4088125439418;6-10826699325008;Sin Informacion de Barrios;El Salado- Quirama-  San Antonio-  Vilachuaga
25;CUNDINAMARCA;25426;MACHETA;250,847;Rural;MUNICIPIO CHOCONTÁ;RÍO GUATANFUR;RÍO GUATANF.- MACHETÁ Y M. TIBIRITÁ;MUNICIPIO CHOCONTÁ;-73-6235905443413;5-0583569165745;Sin Informacion de Barrios;BELEN- BOQUERON-  CASADILLAS BAJO-  GUINA ALTO-  GUINA BAJO-  LAGUNA-  LOTAVITA-  QUEBRADA HONDA-  RESGUARDO ALTO-  RESGUARDO BAJO-  RETIRO DE BLANCOS-  SAN BERNABE-  SAN ISIDRO BAJO-  SAN JOSE-  SAN LUIS-  SAN MARTIN-  SANTA LIBRADA-  SOATAMA-  SOATAMA-
73;TOLIMA;73055;ARMERO;732,060;Urbano;CL 19;CL 2;KR 19;KR 2;-74-884288649791;5-02991940518098;Sin Informacion de Barrios;Sin Informacion de Veredas
13;BOLIVAR;13780;TALAIGUA NUEVO;132,540;Urbano;CL 22;CL 13;KR 1;KR 13;-74-5678529500243;9-30398728655041;Sin Informacion de Barrios;Sin Informacion de Veredas
54;NORTE DE SANTANDER;54553;PUERTO SANTANDER;548,037;Rural;MPIO. CÚCUTA Y PAÍS VENEZUELA;MUNICIPIO CÚCUTA;PAÍS VENEZUELA;MUNICIPIO CÚCUTA;-72-4114633406135;8-32835299979598;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15723;SATIVASUR;150,807;Rural;MUNICIPIO SATIVANORTE;M. PAZ DEL RÍO Y SOCHA;MUNICIPIO SOCOTÁ;M. SATIVANORTE Y PAZ DEL RÍO;-72-7151369696385;6-07094853309383;Sin Informacion de Barrios;Sin Informacion de Veredas
11;BOGOTA- D.C.;11001;LOCALIDAD KENNEDY;110,861;Urbano;AC  VILLAVICENCIO;RIO TUNJUELITO;RIO TUNJUELITO;AK  86 Y  KR 82B;-74-171762957932;4-61444096995643;Casa Blanca Sur- Casablanca- Catalina- Catalina II- Class- El Carmelo- El Rubí- Gran Britalia- Gran Britalia I- Jacqueline- Jorge Uribe Botero- La Cecilia- Pastrana- Roma- Tocarema;Sin Informacion de Veredas
73;TOLIMA;73283;FRESNO;731,567;Rural;MUNICIPIO MARQUETALIA;VÍA FRESNO-PADUA;RÍO MEDINA;M. MANZANARES Y HERVEO;-75-0607659489486;5-21480840254799;Sin Informacion de Barrios;Sin Informacion de Veredas
70;SUCRE;70717;SAN PEDRO;702,017;Rural;MPIO. OVEJAS Y CORDOBA;MPIO. BUENAVISTA Y RÍO (PERMANENTE);MUNICIPIO BUENAVISTA;MPIO. OVEJAS Y RÍO (PERMANENTE);-75-0109065547895;9-41471794007504;El JardÝn;Alonso- Arroyo Arena-  Belén-  Buenos Aires-  Cabecera Municipal-  El Carmen-  El Retorno-  El Sabanal-  Hacienda Quimbay-  La Candelaria-  La Esmeralda-  La Esperanza-  La Gloria-  La Incomparable-  Los Borrachos-  Los Camajones-  Montañas de Alonso-  Nu
5;ANTIOQUIA;05284;FRONTINO;57,458;Rural;MUNICIPIO DABEIBA;MUNICIPIO URRAO;RELIEVE MONTAÑOSO;M. MURINDO Y VIGIA DEL F.;-76-379978472153;6-65952362059369;Sin Informacion de Barrios;Atausi- Carauta-  Carautica-  Chontaduro-  Curadientes-  Curbata-  El Guayabo-  El Pozo-  El Salado-  Guaguas-  La Clara-  Murrí (La Blanquita)-  Quiparado-  San Mateo-  San Miguel
50;META;50350;LA MACARENA;505,027;Rural;MPIO. URIBE Y VISTAHERMOSA;RÍO GUAYABERO Y (PERMANENTE);MUNICIPIO VISTAHERMOSA;MPIO. SAN VI. DEL CAGUÁN;-74-0488523701837;2-39245388844313;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05079;BARBOSA;51,028;Rural;VÍA MEDELLÍN-SANTO DOMINGO;MPIO. SAN VICENTE Y CONCEPCIÓN;MUNICIPIO SANTO DOMINGO;MUNICIPIO GIRARDOTA;-75-3094340014328;6-43217698541076;Sin Informacion de Barrios;Aguas Claras Abajo- Aguas Claras Arriba-  Arango-  Buenos Aires-  Cabecera Municipal-  Chorro Hondo-  Corrientes-  Dos Quebradas-  El Contado-  El Hatillo-  El Hoyo-  El Uvito-  El Viento-  Encenillos-  Guamito-  Guayabal-  Isaza-  La Aguada-  La Aldea-
25;CUNDINAMARCA;25740;SIBATE;250,078;Rural;VIA CHACUA CA.-SAN RAFAEL;MUNICIPIO PASCA;MUNICIPIO SOACHA;M. SILVANIA Y FUSAGASUGA;-74-2591793790299;4-44750035656841;Sin Informacion de Barrios;EL JASMIN- SAN BENITO-  SAN FORTUNATO
68;SANTANDER;68264;ENCINO;682,549;Rural;RÍO GUACHA;MUNICIPIO CHARALA;RÍO GUACHA Y LA RUSIA;MUNICIPIO CHARALA;-73-1401991038255;6-11989202719906;Sin Informacion de Barrios;Covaria- Micos-  Pericos-  Poima-  Tumbita-  Ucrania
5;ANTIOQUIA;05045;APARTADO;57,841;Urbano;L .U- C 119- K 100-C 94-K 95 Y C 103;LIMITE URBANO;LIMITE URBANO;KR  116 Y LIMITE URBANO;-76-6306867458205;7-88254688484341;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19533;PIAMONTE;194,550;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-2776605925886;1-10631522097668;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52788;TANGUA;523,508;Rural;RÍO (PERMANENTE);MUNICIPIO FUNES;MUNICIPIO PASTO;MUNICIPIO FUNES;-77-3513976286233;1-03363641511061;Sin Informacion de Barrios;Cocha Verde- El Tamborcillo-  Guayabal-  Hazca-  Inantas-  La Cocha-  La Concepción-  Paramillo-  Providencia-  San Francisco-  San Pedro-  San Rafael-  San Vicente-  Siquitan-  Tapialquer Alto-  Tapialquer Bajo-  Tapialquer Medio-  Vergel
76;VALLE DEL CAUCA;76563;PRADERA;763,558;Rural;MUNICIPIO PALMIRA;RÍO BOLO AZUL Y (PERMANENTE);MUNICIPIO PALMIRA;M. CANDELARIA Y RÍO (PERMANENTE);-76-1660721809794;3-45206609129406;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08001;BARRANQUILLA;80,005;Urbano;KR 21- 20 Y 11;CL 34 Y KR 7;M. SITIO NUEVO;AC BOYACA;-74-7740824577279;10-9498578959706;El Ferry- La Chinita- Las Nieves- Los Trupillos- Pasadena- Primero de Mayo- Santa Helena- Simón Bolívar;Sin Informacion de Veredas
18;CAQUETA;18410;LA MONTAÑITA;181,050;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-4361156760381;1-48825959917571;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76243;EL AGUILA;762,008;Rural;MUNICIPIO NOVITA;Q/DA. YARUMO Y RÍO (PERMANENTE);MUNICIPIO LA CELIA;MPIO. SAN JOSE DEL PALMAR;-76-0677416265391;4-96362606521615;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15806;TIBASOSA;152,268;Rural;MPIO. DUITAMA Y STA. ROSA DE VI.;VÍA PAIPA-SOGAMOSO;MUNICIPIO NOBSA;MUNICIPIO DUITAMA;-72-9981887536746;5-76807445024991;Sin Informacion de Barrios;Aguatendida- Boyera-  Boyera-  Cabecera Municipal-  Chorrito-  Chorrito-  Peña Negra-  Peña Negra-  San Lorenzo de Abajo-  Tocogua-  Vuelltas-  Vueltas
63;QUINDIO;63190;CIRCASIA;631,001;Urbano;KR 18;KR 4;A PEREIRA;LIMITE URBANO;-75-6358522291422;4-61727668937112;Sin Informacion de Barrios;Cabecera Municipal- El Congal-  Los Pinos-  San Antonio
66;RISARALDA;66440;MARSELLA;661,048;Rural;VÍA CHINCHI.-MARSELLA Y RÍO (PERMANENTE);MUNICIPIO PEREIRA;MPIO. SANTA ROSA DE CABAL;MPIO. BELALCAZAR Y LA VIRGINIA;-75-7543680722058;4-90889845200547;Sin Informacion de Barrios;Amoladora Alta- Convención-  El Guayabo-  El Nivel-  El Zurrumbo-  La Bodega-  La Ceja-  La Honda-  La Oriental-  La Popa-  Las Tazas-  Maracaibo-  San Luis
19;CAUCA;19290;FLORENCIA;195,040;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-0727046698885;1-68299378318613;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76001;CALI;760,042;Urbano;KR  15;AK TEQUENDAMA;AC SUR ORIENT. Y CL  25;CL  5;-76-5342725603163;3-43124390467398;3 de Julio- Alameda- Aranjuez- Belalcázar- Bretaña- Champagnat- El Cedro- Eucarístico- Guayaquil- Junín- Los Cámbulos- Manuel María B/ventura- San Fernando Nuevo- Santa Mónica Belalcázar- U.D Panamericana - Ant Hipodromo- Urbanización Colseguros- Urbaniza;Sin Informacion de Veredas
5;ANTIOQUIA;05887;YARUMAL;52,037;Rural;MUNICIPIO VALDIVIA;RÍO NECHI;MUNCIPIO CAMPAMENTO;MUNCIPIO BRICEÑO;-75-3883359592596;7-06237320334981;Sin Informacion de Barrios;Chorros Blancos Arriba- El Hormiguero-  La Bramadora-  La Carolina-  Rosarito-  Santa Rita-  Tobón-  Yarumarito
13;BOLIVAR;13744;SIMITI;135,028;Rural;M. SANTA ROSA DEL SUR;MUNICIPIO SAN PABLO;CAÑO BARBÚ Y Q/DA. INANEA;M. SANTA ROSA DEL SUR;-74-0300344575955;7-75090258839089;Sin Informacion de Barrios;Bosque Bajo- Cuadro-  Diego López-  El Diamante-  El Paraíso-  El Popal-  El Triángulo-  Humadera Alta-  Humadera Media-  La Carolina-  La Cascada-  La Maya-  Las Ánimas-  Las Palmeras-  Las Trampas-  Monterrey-  Nimas Altas-  Rabo Largo-  Sabana Baja-  S
5;ANTIOQUIA;05044;ANZA;56,857;Rural;M. STA FE DE ANTIOQUIA;QUEBRADA NIVERENGO;MUNICIPIO EBEJICO;M. CAICEDO Y URRAO;-75-9053539117264;6-33708396904785;Sin Informacion de Barrios;Bosque Naranjo- Cabecera Municipal-  Chuscalita-  Cordillera-  El Encanto-  El Pedrero-  Higuina-  La Cascajala-  La Cejita-  La Ciénaga-  La Noque-  La Quiebra-  La Salazar-  La Soledad-  Llano-  Mata-  Moraditas-  Nudillo-  Quirimara Placitas-  Quirimar
50;META;50223;CUBARRAL;506,008;Rural;MUNICIPIO GUAMAL;MPIO. LEJANIAS Y URIBE;RÍO AZUL- ARIARI Y GRANDE;BOGOTÁ D. C.;-74-167771229017;3-83855684877125;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25524;PANDI;252,010;Urbano;CL 5;CL 1;LIMITE URBANO;KR 7;-74-4868777250992;4-1907729770212;Sin Informacion de Barrios;Sin Informacion de Veredas
85;CASANARE;85230;OROCUE;853,058;Rural;MPIO. SAN LUIS DE PALENQUE;MUNICIPIO PUERTO GAITÁN;CAÑO DUYA Y BUYA;RÍO CRAVO SUR;-71-5851018362167;4-91361654724568;Sin Informacion de Barrios;Cristo Rey- Pirichigua
15;BOYACA;15001;TUNJA;150,008;Rural;MPIO. SORA Y MOTAVITA;VÍA SAMACÁ-TUNJA;LÍMITE URBANO;MUNICIPIO CUCAITA;-73-3988037313839;5-54328276041804;Sin Informacion de Barrios;El Porvenir
15;BOYACA;15790;TASCO;151,667;Rural;MPIO. PAZ DE RÍO Y SOCHA;MUNICIPIO GAMEZA;MUNICIPIO SOCOTÁ;MPIO. BETEITIVA Y CORRALES;-72-7259735409314;5-88261467495056;Sin Informacion de Barrios;Sin Informacion de Veredas
20;CESAR;20011;AGUACHICA;205,017;Rural;MPIO. LA GLORIA Y EL CARMEN;VÍA OCAÑA-GAMARRA;MPIO. OCAÑA Y RÍO DE ORO;MUNICIPIO GAMARRA;-73-5642092760418;8-37739797855204;Urbanizaci¾n Villa Campestre;Barcelona- Bellavista-  Bombianero-  Boquerón-  Cabecera Municipal-  Cantarana-  Caracolí-  Cerro Bravo-  Cerro de Los Bustos-  Cerro Redondo-  Cuesta Rica-  El Carbón-  El Crisol-  El Guaro-  El Palmar-  Esmeralda Alta-  Esmeralda Baja-  Gallinazo-  Hond
47;MAGDALENA;47545;PIJIÑO DEL CARMEN;474,040;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-74-4577042191016;9-33166287527553;Sin Informacion de Barrios;Santana
27;CHOCO;27600;RIO QUITO;272,050;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-7392674124918;5-48338232919286;Sin Informacion de Barrios;Sin Informacion de Veredas
91;AMAZONAS;91536;PUERTO ARICA;912,017;Rural;M. PUERTO SANTANDER;MUNICIPIO  EL ENCANTO;RÍO PERMANENTE;MUNICIPIO LA CHORRERA;-71-7775203461417;-1-92128177472171;Sin Informacion de Barrios;Sin Informacion de Veredas
66;RISARALDA;66572;PUEBLO RICO;663,011;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-0308222730427;5-22203596643948;Sin Informacion de Barrios;Cabecera Municipal- El Indio-  El Recreo-  La Palma
76;VALLE DEL CAUCA;76100;BOLIVAR;761,008;Rural;MPIO. EL DOVIO Y SIPI;VÍA ROLDANILLO-NARANJAL;MUNICIPIO ROLDANILLO;MUNICIPIO SIPI;-76-3698321215446;4-40755459601615;Sin Informacion de Barrios;Birmania- Bitaco-  El Diamante-  El Guadal-  Rivera-  Tolda Fría
15;BOYACA;15466;MONGUI;152,207;Rural;MUNICIPIO TOPAGA;MUNICIPIO SOGAMOSO;MUNICIPIO MONGUA;MUNICIPIO SOGAMOSO;-72-8333472932831;5-6970177656309;Sin Informacion de Barrios;Morca- Mortiñal-  San José
25;CUNDINAMARCA;25845;UNE;251,810;Urbano;CL 8;CL 5A S;KR 0;KR 7;-74-0251938686807;4-40256472352752;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52612;RICAURTE;525,030;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-9960713049177;1-21314584769198;Sin Informacion de Barrios;Sin Informacion de Veredas
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;132,018;Rural;M. MAHAT.- CALAM. Y EL GUAMO;M. SAN JACINTO Y ZAMBRANO;MUNICIPIO TENERIFE;VIA SAN JACINTO-CALAMAR;-75-0027897192778;9-95237791351616;16 de Mayo- 9 de Marzo- Chile- El Recreo- El Roble- El Valle- La Paz- Los Nogales- Nuevo San Juan- Pueblo Nuevo- San Pedro- Victorino;Cabecera Municipal- Mandinga-  Real del Obispo-  San Basilio de Palen-  San Joaquín-  San Luis
88;ARCHIPIELAGO DE SAN ANDRES;88001;SAN ANDRES;880,008;Rural;SAN LUIS;MAR CARIBE;MAR CARIBE;MAR CARIBE;-81-7231233272713;12-5065219453631;Sin Informacion de Barrios;Sin Informacion de Veredas
17;CALDAS;17088;BELALCAZAR;177,007;Rural;MPIO. SAN JOSE Y RISARALDA;MUNICIPIO LA VIRGINIA;M. MARSELLA Y CHINCHINÁ;M. SAN JOSE- VITERBO Y SANTUARIO;-75-8122300635101;4-99578541032594;Sin Informacion de Barrios;Alto Bonito- Altomira-  Asia-  Belmonte-  Buenavista-  Buenos Aires-  Cabecera Municipal-  El Águila-  El Bosque-  El Carmen-  El Crucero-  El Porvenir-  El Rosario-  El Zancudo-  La Alemania-  La Betulia-  La Cascada-  La Cristalina-  La Elvira-  La Flor
52;NARIÑO;52258;EL TABLON DE GOMEZ;520,530;Urbano;CL 6;CL 2 S;KR 1;LIMITE URBANO;-77-0973016375311;1-42725387712153;Sin Informacion de Barrios;Cabecera Municipal El Tablon
44;LA GUAJIRA;44560;MANAURE;441,008;Rural;ARROYO WALASHI-  LIMÓN Y CHAGUAINA.;MUNICIPIO MAICAO;MUNICIPIO URIBIA;ARRO. JAPUOHU- AMAMANA Y  SHISHOMANA;-72-3885522113743;11-6062182016934;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25754;SOACHA;250,053;Urbano;CL  22 Y 23;LIMITE URBANO;LIMITE URBANO;AU SUR;-74-2241784626675;4-56268246001292;12 de Marzo- Altos de La Florida- Andalucía- Balcón Real- Bosque de Cipi- Boyacá- Cagua- Chicó Sur- Cien Familias- Cohabitar- Colmena II- Comfenalco- Conjunto Residencial Autopista Sur- El Altico- El Bosque - Cagua Chiquita- El Cardal- El Cipres- El Divin;Sin Informacion de Veredas
15;BOYACA;15051;ARCABUCO;154,207;Rural;MUNICIPIO MONIQUIRA;M. MOTAVITA Y CHIQUIZA;M. GAMBITA Y COMBITA;M. GACHANTIVA Y VILLA DE LEYVA;-73-4394682519005;5-74924559914717;Sin Informacion de Barrios;Cabecera Municipal- Cabeceras-  Centro-  La Concepción-  Peñas Blancas
27;CHOCO;27361;ISTMINA;274,010;Urbano;CL 6;LIMITE URBANO;KR 17;KR 2;-76-6860439972521;5-15328144114267;Sin Informacion de Barrios;Sin Informacion de Veredas
44;LA GUAJIRA;44378;HATONUEVO;443,020;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-72-7613914660526;11-0673657224124;Sin Informacion de Barrios;Sin Informacion de Veredas
50;META;50711;VISTAHERMOSA;504,061;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-73-7512830936102;3-12771952014197;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05615;RIONEGRO;54,047;Rural;V. LA QUIEBRA- CARMIN- S. LUIS- M. GUARNE;V. TABLACI- TABLAZO- B. BLANCO Y LIM. URB.;V. R. ABAJO- BELEN- M. MARINILLA;V. YARUMAL-  M. ENVIGADO Y  EL RETIRO;-75-4136704096626;6-17883204634967;Sin Informacion de Barrios;Abreito- Abreo-  Aeropuerto-  Barro Blanco-  Cabecera Municipal-  Chachafruto-  Chipre-  Cuchillas de San José-  El Carmín-  El Cerro-  Galicia-  La Asunción-  La Baja-  La Convención-  La Mosquita-  La Mosquita-  La Primavera-  La Quiebra-  Las Hojas-  L
41;HUILA;41020;ALGECIRAS;413,040;Urbano;CL 11;CL 1;CL 14;CL 4 S;-75-3156438453473;2-52247267081674;Sin Informacion de Barrios;ANDES MEDIOS- LA PERDIZ-  LAGUNILLA-  SATIAS
25;CUNDINAMARCA;25769;SUBACHOQUE;250,228;Rural;VIA ZIPAQUIRA - LA PRADERA;MPIO. MADRID Y EL ROSAL;MUNICIPIO TABIO Y TENJO;VIA EL ROSAL - LA PRADERA;-74-1442532888669;4-93750218644954;Sin Informacion de Barrios;SANTA ROSA
20;CESAR;20011;AGUACHICA;205,018;Rural;VÍA OCAÑA-GAMARRA;MUNICIPIO SAN MARTÍN;MPIO. RÍO DE ORO Y SAN MARTÍN;MPIO. GAMARRA Y PTO. WILCHES;-73-6687429010742;8-14698201735007;Sin Informacion de Barrios;Buturama- Cabezas-  Caño Hormiguero-  El Faro-  El Juncal-  Guaduas-  La Cascabela-  Las Marías-  Los Medios-  Medios Caños-  Rincón Alto-  Sabanasa de Lázaro-  San Francisco-  Santa Lucía
5;ANTIOQUIA;05890;YOLOMBO;53,027;Rural;MUNICIPIO AMALFI;VÍA YOLOMBO YALI;M. YALI Y VEGACHI;MUNICIPIO GOMEZ PLATA;-75-0425692372391;6-67779876030124;Sin Informacion de Barrios;Alto de Mendez- Alto del Potrero-  Barbascal-  Bareño-  Barro Blanco-  Buenos Aires-  Cabecera Municipal-  Cachumbal-  El Comino-  El Hormiguero-  El Oso-  El Porvenir-  El Retiro-  Guayabito-  La Abisinia-  La Cabaña-  La Comba-  La Cordillera-  La Cruz-
85;CASANARE;85250;PAZ DE ARIPORO;852,037;Rural;MUNICIPIO HATO COROZAL;MUNICIPIO LA PRIMAVERA;MUNICIPIO LA PRIMAVERA;CAÑO LA HERMOSA Y LAS GUAMAS;-70-4651621403563;5-87626037805677;Sin Informacion de Barrios;Los Comorucos
50;META;50287;FUENTE DE ORO;504,028;Rural;MPIO. GRANADA Y RÍO ARIARI;MUNICIPIO PUERTO LLERAS;RÍO ARIARI;M. SAN J. DE ARAMA Y GRANADA;-73-6241530406925;3-35947448573535;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08606;REPELON;85,040;Urbano;CL 1A;CL 18;KR 1 E;KR 13;-75-1242990839192;10-494514666388;Sin Informacion de Barrios;Sin Informacion de Veredas
44;LA GUAJIRA;44847;URIBIA;441,029;Rural;AY. TEHERROP- URRUITPA- MASA. Y MAR C.;VÍA PORCHINA-CARRIZAL;VÍA RANCHE. MAKI-CERRO ICHIPANA;MAR CARIBE;-71-8954152248685;12-0682639732049;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19397;LA VEGA;194,027;Rural;MUNICIPIO LA SIERRA;VÍA LA VEGA-PIEDRASENTADA;VÍA LA VEGA-LA SIERRA;MUNICIPIO SUCRE;-76-8353245854884;2-11803625576169;Sin Informacion de Barrios;Betania- Campo Alegre-  Costa Rica-  Dominical-  El Crucero-  El Mirador-  El Palmar-  El Paraíso-  El Prado-  Guacino-  Guamal-  Guayabal-  Hueco Hondo-  La Carrera-  La Cristalina-  La Empinada-  La Guayana-  La Laja-  La Rivera-  Las Uvas-  Llanada-  L
50;META;50400;LEJANIAS;506,061;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-74-0247299053504;3-52607962734442;El Centro- El Manantial- El Porvenir- Modelo- Pedro Nel Jiménez;Sin Informacion de Veredas
19;CAUCA;19809;TIMBIQUI;196,030;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-6681991546498;2-77723630108096;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15322;GUATEQUE;153,057;Rural;M. TIRIBITA Y TENZA;M. GUAYATA Y SOMONDOCO;MUNICIPIO SUTATENZA;MUNCIPIO MANTA;-73-4888227620298;5-01502330078631;Sin Informacion de Barrios;Cabecera Municipal- CABRERA-  Cabrera-  CANADA-  CHorro de Oro-  CHorro Tinto-  Gaunza Abajo-  LLano Grande-  MEDIO QUEBRADA-  Mortiño-  Munantá-  Piedra Parada-  Pozos-  Puentes-  PUGUNTA-  RESGUARDO-  Rosales-  SALITRE-  Sibatá-  Suaitoque-  Zarzal
52;NARIÑO;52683;SANDONA;522,520;Urbano;CL 1;CL 16;KR 1;KR 8;-77-4716425170172;1-28397673569907;Sin Informacion de Barrios;Sin Informacion de Veredas
47;MAGDALENA;47058;ARIGUANI;475,018;Rural;VÍA BOSCONIA-PUEBLO NUEVO;MUNICIPIO SANTA ANA;MUNICIPIO BOSCONIA;VÍA PUEBLO NVO.-CARMEN DE ARIGUANÍ;-73-9611778161841;9-82886920519627;ALMENDRO- EL CARMEN- EL CENTRO- LOS NOGALES- LOS OLIVOS- PARAISO- SAN TROPEL- SEPARADORA;Sin Informacion de Veredas
47;MAGDALENA;47541;PEDRAZA;476,048;Rural;MUNICIPIO CONCORDIA;MUNICIPIO ZAPAYÁN;MUNICIPIO ZAPAYÁN;CIENAGA ZAPAYÁN Y DOÑA FCA.;-74-7414143822133;10-1471584792557;Sin Informacion de Barrios;Sin Informacion de Veredas
47;MAGDALENA;47570;PUEBLOVIEJO;478,040;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;KR 1;-74-2819156648135;10-9949720152106;Aquí te espero- La Unión- Los Alpes- Nuevo Oriente- Penjamo- Providencia- San José- San Martín;Sin Informacion de Veredas
5;ANTIOQUIA;05353;HISPANIA;56,457;Rural;M. CIU. BOLI. Y PUEBLO R.;MUNICIPIO ANDES;MPIO. PUEBLORICO;M. BETANIA Y CIU. BOLIVAR;-75-9040907745111;5-79544882975853;Sin Informacion de Barrios;Cabecera Municipal- Corinoto-  El Llanete-  El Silencio-  Hoyo Grande-  La Cuelga-  La Palmira-  Morrón-  Mulato-  Potrerillo-  Sevilla-  Sinaí-  Zarzagueta
